PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 12.3 uM,Standard Deviation,Inhibition at 12.3 uM [1],Inhibition at 12.3 uM [2],Inhibition at 12.3 uM [3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the primary screen at a compound concentration of 12.3 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.,Percent inhibition of the confirmatory screen at a compound concentration of 12.3 micromolar.
RESULT_UNIT,,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1512,24831779,2487892,CC(C)[C@@H](C(=O)OCC1=NN=C(O1)C2=CC=CC=C2)NC(=O)C3=CC=CC=C3,Inactive,0,,,-2.72,1.59836,-1.16508,-4.91806,-2.07578
1513,51085662,16830238,COC1=CC=C(C=C1)S(=O)(=O)NCC(C2=CC=CO2)N3CCC4=CC=CC=C43,Inactive,0,,,-2.72,2.72251,0.592671,-6.07573,-2.68178
1514,4257229,2227113,C1=C(C(=CC(=C1F)F)Cl)C(=O)NCCOCC(C(F)F)(F)F,Inactive,0,,,-2.74,2.68639,-5.01067,-4.23873,1.03464
1515,49718655,7087110,CC1=C(C2=CC=CC=C2N1)C(=O)C(=O)N3CCN(CC3)C4=CC=CC=C4F,Inactive,0,,,-2.74,1.45449,-2.29435,-4.70157,-1.22333
1516,17514764,3633686,C1CN(C(=N1)SCC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3,Inactive,0,,,-2.74,1.39937,-1.44038,-4.68565,-2.10736
1517,859256,660557,CCCCOC(=O)N1C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)OC1=O,Inactive,0,,,-2.75,0.947925,-2.85718,-3.85811,-1.54322
1518,14734462,719768,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCC(=O)NC3=NC=CS3,Inactive,0,,,-2.75,0.382043,-2.24359,-2.85331,-3.16326
1519,47201778,1932603,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NCC#N,Inactive,0,,,-2.76,2.65549,0.447246,-2.67335,-6.0556
1520,17413480,2967824,CCCCNC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=N2)C)[N+](=O)[O-],Inactive,0,,,-2.76,1.85922,-0.865556,-5.28745,-2.13297
1521,17504248,2942104,CC1=CC=C(C=C1)S(=O)(=O)NC2C(C3=CC=CC4=C3C2=CC=C4)SC5=NNC(=N5)N,Inactive,0,,,-2.77,2.54366,-3.94967,-5.11667,0.767252
1522,14725496,2847007,CC1CC2(CCCCC2)[N+](=CC3=CC=CC=C13)[O-],Inactive,0,,,-2.77,2.15995,-4.90518,-3.5918,0.190028
1523,17401291,1792532,CC(C)C(=O)NC(=S)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-2.78,1.90947,-5.44583,-1.06685,-1.83306
1524,7976687,2276384,CCCC1=NNC2=C1C(=O)CC(C2)(C)C,Inactive,0,,,-2.78,3.55175,-5.69394,-4.87308,2.21728
1525,49736233,20858992,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCN(CC3)C4=CC(=CC=C4)OC)OC1=O,Inactive,0,,,-2.79,0.0777805,-2.68348,-2.81614,-2.86824
1526,85271608,135402379,CC1=CC(=CC(=C1)N(CCC#N)C(=O)CSC2=NC3=CC=CC=C3C(=O)N2)C,Inactive,0,,,-2.79,1.65954,-1.26892,-5.09911,-2.00477
1527,14729707,3496405,CCC(=O)NC(C(=O)OC)(C(F)(F)F)NC1=NC(=CS1)C,Inactive,0,,,-2.79,2.13964,-3.08599,-0.0392581,-5.25578
1528,99495370,2897163,C1CC2CC1CC2NC(=O)CN(C3=CC=CC=C3Cl)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-2.79,2.08596,-3.95322,-4.56469,0.134238
1529,24784039,135460495,C1=CC=C(C=C1)C2=CC(=O)NC(=N2)SCCOC3=CC=CC=C3Cl,Inactive,0,,,-2.8,2.7742,-4.62407,-4.88701,1.12502
1530,26661323,135464463,CC1=C(C=C(C=C1)NC(=O)CSC2=NC(=CC(=O)N2)C)S(=O)(=O)N3CCCCC3,Inactive,0,,,-2.81,1.17781,-4.22088,-2.87046,-1.33776
1531,24779670,135541130,CC(C)(C)NC(=O)CSC1=NC(=C(C(=O)N1)NC(=O)C2=CC=CC=C2F)N,Inactive,0,,,-2.81,0.653758,-3.4332,-3.09143,-1.90744
1532,3713676,6603527,CC1=CC=C(C=C1)S(=O)(=O)N2CCCCC2C(=O)N3CCN(CC3)CC4=CC=CC=C4.Cl,Inactive,0,,,-2.81,1.26233,-2.62797,-1.36517,-4.44088
1533,4259378,2965077,COC(=O)NC1(C(=O)N(C(=O)N1)C2CCCCC2)C(F)(F)F,Inactive,0,,,-2.81,1.976,-1.83632,-1.03414,-5.56899
1534,26662043,9557075,CC1=C(C=CO1)C(=O)N/N=C/C2=CC=C(C=C2)OCC3=CC=CC=C3,Inactive,0,,,-2.82,1.18359,-2.79219,-4.27648,-1.37757
1535,22414445,3757551,C1CC(OC1)C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)F,Inactive,0,,,-2.82,0.706557,-3.6631,-1.93366,-2.85559
1536,24784152,3144141,CC1=CC=C(C=C1)SCC(=O)NCC2CCCO2,Inactive,0,,,-2.82,1.36955,-4.72136,-2.20374,-1.54247
1537,49643246,1105782,COC1=CC(=C(C=C1)NC(=O)CN(C2=CC(=C(C=C2)OC)Cl)S(=O)(=O)C3=CC=CC=C3)OC,Inactive,0,,,-2.82,1.34253,-2.67073,-1.26311,-4.54077
1538,24805637,16192726,CC1CCC(C(C1)OCC(C[N+]2(CCCCC2)C)O)C(C)C.[I-],Inactive,0,,,-2.83,1.43552,-3.42052,-0.850274,-4.21352
1539,14738380,6619771,C1CN(C2=C1C=C(C=C2)S(=O)(=O)N(CCC3=CC=CC=C3)CC4=CC=CC=C4)C(=O)CCC(=O)O,Inactive,0,,,-2.83,2.47849,-6.29455,-1.58789,-0.620279
1540,22410470,4009284,CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=C(C=CC(=C3)S(=O)(=O)N4CCOCC4)C)C,Inactive,0,,,-2.83,2.38744,-6.10816,-0.481229,-1.91533
1541,51086736,18562997,C1=COC(=C1)CNC(=O)CSC2=NN3C(=NN=C3CCNC(=O)C4=CC=C(C=C4)F)C=C2,Inactive,0,,,-2.84,0.675678,-2.66301,-2.11115,-3.73839
1542,850317,652832,CC1=CC(=NC(=N1)SCCN2C3=C(N=C2N4CCCCC4)N(C(=O)N(C3=O)C)C)C,Inactive,0,,,-2.84,2.11723,-5.6918,-2.19959,-0.625261
1543,50086789,3167554,CC1=CC(=NC(=N1)SCC2=NN=C(N2C3=CC=CC=C3)SCC(=O)NC4=NC(=CS4)C5=CC=CC=C5)C,Inactive,0,,,-2.84,3.00509,-3.8711,1.24617,-5.89479
1544,4243925,3238596,CC(=O)N1CCCC2=C1C=CC(=C2)S(=O)(=O)N(C)CC3=CC=CC=C3,Inactive,0,,,-2.85,2.98648,-4.72417,1.36768,-5.18579
1545,14746188,2224938,CC1=CSC(=N1)NC(=O)CSC2=NN=C(N2N)C3=CC=C(C=C3)Cl,Inactive,0,,,-2.85,0.860471,-3.01828,-1.71976,-3.80681
1546,47201123,1172285,CCOC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC(=CC=C3)O,Inactive,0,,,-2.85,1.86185,-3.9659,-0.225443,-4.35532
1547,99360725,46904943,CC1=C(CC(C(=O)N1CCC2=CCCCC2)CC(=O)NCC3CCCCC3)C(=O)N(C)C,Inactive,0,,,-2.85,4.8413,-1.50123,2.28556,-9.34009
1548,47204499,3157964,CC1=C(C(=O)NN1)C(C2=C(C=CC(=C2)Br)OCC#C)C3=C(NNC3=O)C,Inactive,0,,,-2.86,1.54161,-3.13831,-4.58644,-0.842151
1549,16952462,2434679,CC1=C(C=C(C=C1)OCC(=O)OCC2=C(ON=C2C)C)C,Inactive,0,,,-2.86,1.24737,-2.37578,-4.56807,-1.62881
1550,7973588,2834407,COC1CCCC2=CC(=C(C(=C2C1=O)O)OC)OC,Inactive,0,,,-2.86,2.76025,0.73783,-5.97104,-3.34378
1551,17517433,1014342,C1CN(C2=CC=CC=C21)C(=S)NC(=O)C3=CC=CC=C3Br,Inactive,0,,,-2.86,1.09028,-2.84141,-4.20776,-1.53737
1552,160654054,70679908,C1CCC(CC1)NC(=O)C2(CCC2)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)NCC(C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,,,-2.86,4.17739,-8.18006,2.02567,-2.43689
1553,17407543,1454820,CC1=CC2=C(C=C1C)N=C(N2)CCN(CC3=CN=CC=C3)C(=S)NC4=CC=C(C=C4)F,Inactive,0,,,-2.87,1.71583,-0.922921,-5.09646,-2.58024
1554,87348295,54695562,CCCCC1=NC2=CC=CC=C2C(=O)N1NC(=O)C3=C(C4=C(CCCC4)N(C3=O)CC(C)C)O,Inactive,0,,,-2.87,0.44913,-2.31243,-3.41246,-2.87575
1555,24841584,16197074,CCO[C@@H]1[C@H]([C@@H](C=C(O1)C(=O)NC2=CC=CC=C2)C3=CC=C(C=C3)C(F)(F)F)CCCO,Inactive,0,,,-2.87,0.981463,-3.54007,-3.58405,-1.48041
1556,17386911,5222986,CC1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C(F)(F)F)C4=CN=CC=C4,Inactive,0,,,-2.87,2.3563,0.450885,-4.742,-4.32734
1557,24806966,740453,C1CCCN(CC1)C(=O)/C(=C/C2=CC=CC=C2)/NC(=O)C3=CC=CC=C3,Inactive,0,,,-2.88,3.00676,0.989248,-3.27495,-6.34336
1558,14738458,3635103,CCC(C)NC(=O)CSC1=NC2=C(C(=O)N1CCCN3CCOCC3)SC4=CC=CC=C42,Inactive,0,,,-2.88,0.573977,-3.59234,-2.85851,-2.18685
1559,49670428,9642555,CC1=NN=C(N1N)N/N=C/C2=CC(=CC=C2)C(F)(F)F,Inactive,0,,,-2.89,2.04944,-5.74525,-1.8616,-1.04863
1560,4256600,782865,CN1CCN(CC1)CC2=CC(=C(C=C2)OC)OCC3=CC=CC=C3,Inactive,0,,,-2.89,1.32326,-2.25069,-4.72926,-1.68109
1561,57264303,25162989,C1CN(CCN1)C(=O)[C@H](CCC(=O)O)N2C=C(N=N2)C(CCCCN)N,Inactive,0,,,-2.89,2.41459,-6.0093,-2.54703,-0.125373
1562,17508489,2912759,CC1CCCCN1C(=O)C(CC2=CC=CC=C2)N3C(=O)C4CCCCC4C3=O,Inactive,0,,,-2.9,1.40954,-1.71127,-4.88007,-2.10841
1563,17433303,1249141,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)CSCC2=CC=C(C=C2)Br,Inactive,0,,,-2.9,2.13892,-4.59701,-4.22757,0.113758
1564,24787618,2947400,COC1=CC=CC=C1OCC(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=NC(=N3)OC)OC,Inactive,0,,,-2.91,1.65764,-0.938396,-2.80067,-4.99425
1565,845847,648206,CC(C)OC(=O)CSC1=NN=C(N1CCOC)C2=CC=CC=C2,Inactive,0,,,-2.91,0.92845,-1.62102,-3.76527,-3.34946
1566,861926,663151,CC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3CCCCC3)F,Inactive,0,,,-2.91,4.83753,3.91847,-6.03041,-6.63026
1567,57256714,16322221,CCC1=CC=CC=C1NC(=O)CN2CCN(CC2)C(=O)CCC(=O)N3CCC(=N3)C4=CC=CC=C4,Inactive,0,,,-2.91,2.13522,-4.52063,-4.32527,0.10338
1568,4251506,3245180,C1CN(CCN1CCC(=O)NC2=CC=CC=C2F)C3=CC=CC=C3F,Inactive,0,,,-2.92,1.88995,-0.904126,-5.44546,-2.39642
1569,26725669,1423600,C1=CC(=CC=C1CSC2=NC3=C(N2)C=C(C=N3)Br)[N+](=O)[O-],Inactive,0,,,-2.92,1.82638,-5.47968,-1.35816,-1.91216
1570,85273594,652873,CC1=CC(=CC(=C1)N(CC(=O)NCC2=CC=CO2)C(=O)CCC(=O)NC3=CC=CC=N3)C,Inactive,0,,,-2.92,0.896122,-4.11598,-1.96008,-2.68064
1571,99453983,46942410,CCCNC(=O)C1(CCCN(C1)C(=O)CN2C(=O)C3=CC=CC=C3C2=O)C,Inactive,0,,,-2.92,3.46696,-5.74749,1.96297,-4.9746
1572,49667855,4139720,COC1=CC=CC(=C1)N2CCN(CC2)C(=O)CN3C4=CC=CC=C4OC3=O,Inactive,0,,,-2.93,3.92221,-6.42821,2.54324,-4.91931
1573,22410650,4801907,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)NC(=O)CC3=CC=CC=C3Cl,Inactive,0,,,-2.94,2.64208,-5.86144,0.539714,-3.48643
1574,17385782,9668714,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N/N=C/C2=CC=CC(=C2)C)C3=CC=CC4=C3N=CC=C4,Inactive,0,,,-2.94,0.335297,-3.16725,-3.18235,-2.46365
1575,24786917,3102554,C1CCC(C(C1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl)C(=O)O,Inactive,0,,,-2.94,1.84403,-0.339134,-4.15535,-4.33992
1576,89855602,4262396,C1C(C(OC1N2C=NC3=C2NC=NC3=S)CO)O,Inactive,0,,,-2.95,2.07376,-0.220469,-3.37666,-5.24546
1577,103074028,49789533,C1CCN(C(C1)C2=CC(=NO2)C(=O)NC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-2.95,1.44022,-4.1882,-0.933556,-3.73966
1578,99456576,46943940,CC1(CCN1C(=O)CC2=CC=CC=C2Cl)C(=O)NS(=O)(=O)C3=CC=CC=C3Cl,Inactive,0,,,-2.96,1.20202,-1.32664,-3.37489,-4.18252
1579,861116,662382,CCN1C(=NN=C1SCC(=O)NC2=CC(=C(C=C2)OC)OC)C3=CC=CS3,Inactive,0,,,-2.96,0.851865,-3.8047,-3.28537,-1.79482
1580,49730203,774454,COC1=CC=C(C=C1)OCC(=O)NC2CCCCCCC2,Inactive,0,,,-2.96,1.47905,-4.41718,-3.54148,-0.93483
1581,14744589,2453312,CCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NCC(C)(C)N3CCOCC3,Inactive,0,,,-2.97,0.599801,-2.13263,-3.27245,-3.50537
1582,17413641,2973375,CC1=CC(=C(C(=C1N(C)S(=O)(=O)C2=CC=CC=C2)C)S(=O)(=O)N3CCCCC3)C,Inactive,0,,,-2.97,2.93415,0.114485,-6.91774,-2.11616
1583,17512404,6884167,CC1=NN(C=C1/C=N/NC(=O)CSC2=NN=C(N2C)C3=CC(=CC=C3)Br)C,Inactive,0,,,-2.97,0.771794,-3.77885,-1.93344,-3.21157
1584,17403493,2844383,C1CCC(=NNC(=O)C(=O)NCCC2=CC=CC=C2)C1,Inactive,0,,,-2.98,1.70379,-0.791395,-3.19481,-4.9479
1585,47200482,800280,CC1=CC(=C(C=C1)NC(=S)NCC2=CC=C(C=C2)Cl)C,Inactive,0,,,-2.98,1.4933,-5.04581,-2.33595,-1.56315
1586,89854627,241137,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3N)N,Inactive,0,,,-2.98,1.68401,-3.6338,-4.64081,-0.67307
1587,89853470,2611874,CC(C)CN1C(=NN=C1SCC(=O)NCC2=CC=CS2)C3=CC=C(C=C3)OC,Inactive,0,,,-2.98,1.91372,-2.46741,-0.942275,-5.54359
1588,99357501,44489262,C[C@H]1CN(C(=O)CCCN2C=C(CO[C@@H]1CN(C)S(=O)(=O)C3=CC4=C(C=C3)OCCCO4)N=N2)[C@H](C)CO,Inactive,0,,,-2.98,1.92557,-1.00172,-2.36005,-5.59258
1589,17401379,11957130,CCN(CC)CC1=CSC2=C1C=C(C=C2)Br.Cl,Inactive,0,,,-2.99,2.33656,-4.37139,-4.89053,0.3052
1590,3716210,2999516,CC(C1=NN=C(N1C2=CC=C(C=C2)Cl)SCN3C(=O)C4=CC=CC=C4N=N3)N(C)C,Inactive,0,,,-2.99,1.61999,-1.27569,-2.52345,-5.16178
1591,22404335,2925338,C1CC(OC1)CN2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=CC=NC=C4,Inactive,0,,,-2.99,3.03007,-7.22922,-0.335594,-1.40033
1592,17516133,2123195,CCCN1C(=C(C(=O)N(C1=O)C)C2=NC(=C(S2)C(=O)C3=CC=C(C=C3)F)C4CC4)N,Inactive,0,,,-2.99,0.633107,-2.43021,-2.66426,-3.87487
1593,49670094,2789695,CC1=C(C(=CC=C1)C)NC2=NC=NC3=CC=CC=C32.Cl,Inactive,0,,,-2.99,0.58944,-3.16863,-2.20099,-3.61284
1594,85304564,2918507,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C3=CC(=C(C=C3)O)[N+](=O)[O-])C4=C(NN(C4=O)C5=CC=CC=C5)C,Inactive,0,,,-3,2.42913,-2.96189,-0.0369573,-5.98681
1595,4257364,873825,C1COCCN1CCNC(=O)NC2=CC=C(C=C2)Cl,Inactive,0,,,-3.01,3.59892,-5.50408,2.08379,-5.59642
1596,49720439,24791174,COC1=CC=C(C=C1)NC2CCCN(C2)C(=O)CCC3=CNN=C3,Inactive,0,,,-3.01,1.81386,-3.8456,-4.69198,-0.491466
1597,134215831,136141356,CC1=C(C(NC(=NCC2=CC=CC=C2C(F)(F)F)N1CC3=CC(=CC=C3)C(F)(F)F)C4=CC=C(C=C4)Cl)C(=O)OC,Inactive,0,,,-3.01,2.34632,-6.13519,-2.42557,-0.478728
1598,4259859,2168968,C1CCC(C1)CCC(=O)NC2=NOC=C2,Inactive,0,,,-3.02,2.7346,-1.31899,-6.87441,-0.855686
1599,17413250,2920380,CN(C)S(=O)(=O)C1=C(C=CC(=C1)[N+](=O)[O-])N2CCCCCC2,Inactive,0,,,-3.02,1.28021,-2.29645,-1.95067,-4.82273
1600,49667158,135652600,C1=CC=C(C=C1)N2C3=C(C(=O)NC(=N3)SCC(=O)N)SC2=S,Inactive,0,,,-3.03,1.81271,-0.968238,-2.73254,-5.37914
1601,49680895,3958327,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3=CC=C(C=C3)C(=O)N)C4=CC=CC=C4,Inactive,0,,,-3.03,2.61228,-3.18624,-6.15321,0.240048
1602,843682,645985,CC1=CC(=NN1CCOC2=NON=C2N)C,Inactive,0,,,-3.04,2.3792,-3.52909,-5.67329,0.0918395
1603,14731382,2942479,CCC(C)NC(=O)C1=CC=CC=C1NC(=O)COC2=CC=C(C=C2)OC,Inactive,0,,,-3.04,3.30597,1.41836,-4.04922,-6.48859
1604,14742076,701100,CC1=NN=C(S1)SCC2=CC=C(C=C2)C(=O)OC,Inactive,0,,,-3.05,0.508417,-3.14031,-3.61571,-2.38117
1605,144089850,60156866,C[C@@H]1[C@]2(C[C@@H](C(=O)N(C2=C[C@@H](O1)C3CCCC3)CCC4=CCCCC4)CC(=O)N5CCCC5)C(=O)OC,Inactive,0,,,-3.05,3.35129,-7.39323,-2.51437,0.763516
1606,14741123,2939761,CC1(CC2(CC(OC2=O)(C)C(=O)CSC3=NC4=CC=CC=C4S3)C(=O)O1)C,Inactive,0,,,-3.05,0.84378,-4.21823,-2.25692,-2.67296
1607,24810206,6619048,COC1=CC=C(C=C1)C2C(C3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)OC)C(=O)NCCCN5CCOCC5,Inactive,0,,,-3.05,1.54543,-2.95196,-1.21012,-4.99172
1608,17516724,3304075,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)COC(=O)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,-3.05,2.23919,-2.94819,-5.84435,-0.362413
1609,49714426,24789481,CC(C)(C)OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=C(NC=N2)C(=O)NCC3=CC=C(C=C3)CNC(=O)OC(C)(C)C,Inactive,0,,,-3.05,2.02845,-2.78072,-0.71494,-5.66128
1610,14741782,9551714,CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NC3=C(C=CC(=C3)OC)OC)OC1=O,Inactive,0,,,-3.06,1.40568,-3.50284,-1.15981,-4.51636
1611,85148433,44143775,COC1=C(C=C(C=C1)[C@@H]2CC(=CC(=O)C2)/C=C/C3=CC=CC=C3)OC,Inactive,0,,,-3.06,2.35007,-5.51767,-3.77552,0.104863
1612,17432391,2834558,CC1=CC=C(C=C1)C(C(Cl)Cl)NC(=O)C2=CC=CC=C2,Inactive,0,,,-3.06,0.957323,-3.71316,-1.70943,-3.76625
1613,7970885,1329847,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)OCN3C(=O)C4=CC=CC=C4N=N3,Inactive,0,,,-3.07,3.30821,-7.56319,-1.93001,0.298164
1614,143472324,53384730,CC1=C(C(=NO1)C2=CC=C(C=C2)Cl)C3=NN(C=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,-3.07,0.559943,-3.1398,-2.35878,-3.72572
1615,17505215,1115271,C1C(=NN(C1=O)C2=CC=CC(=C2)C(=O)O)N,Inactive,0,,,-3.09,0.478306,-3.20935,-3.60356,-2.45097
1616,49726951,3152355,CC1(CCS(=O)(=O)C1)NC(=O)NC2=CC=C(C=C2)OC,Inactive,0,,,-3.09,2.94217,-3.51986,0.711109,-6.45688
1617,49721321,20893070,CC1=CC(=O)N2C(=N1)SC(=N2)N3CCCC(C3)C(=O)NCC4=CC=CC=C4Br,Inactive,0,,,-3.09,1.55119,-4.90076,-3.25368,-1.11189
1618,47196588,2935293,CC1=CC(=C(C=C1)OCCCCNC(C)C2=CC=CC=C2)C,Inactive,0,,,-3.09,2.96259,-6.90907,0.312062,-2.67589
1619,7973207,2788215,CC(C(=O)NC1=CC=CC(=C1)C(=O)OC)N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,-3.09,1.54232,-5.27554,-2.04689,-1.96233
1620,136947695,938323,CCN1C(=O)C2=C(N=C1SCC(=O)C)SC3=C2CCCC3,Inactive,0,,,-3.1,2.38576,-2.86584,-6.12943,-0.299428
1621,17517221,2410232,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCCSC2=CC=C(C=C2)Br,Inactive,0,,,-3.1,2.91115,-0.471838,-7.15719,-1.66602
1622,17410736,1489065,CC(C)NC(=O)C1=CC2=C(S1)C=CC(=C2)[N+](=O)[O-],Inactive,0,,,-3.1,2.30052,-4.26482,-5.14712,0.113975
1623,87337520,3211570,CCCCN(C(C1=CC=C(C=C1)OC)C(=O)NC2CCCC2)C(=O)CNC(=O)C3=CC=CO3,Inactive,0,,,-3.1,1.88518,-4.54888,-0.439666,-4.31864
1624,17515119,5203156,CCOC(=O)CSC1=NN=C(S1)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,-3.1,1.74027,-2.41227,-5.49532,-1.40438
1625,14730676,731871,CCOC1=CC=CC=C1OCC(=O)NC2CCCCC2,Inactive,0,,,-3.1,2.15993,-2.25836,-0.986331,-6.06984
1626,24786939,1150854,CC(=O)NC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,-3.11,2.50576,-4.10355,0.338127,-5.55128
1627,49717716,20912355,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCC5CCN(CC5)CC6=CC=C(C=C6)Cl,Inactive,0,,,-3.11,1.87421,-4.25508,-0.463024,-4.60007
1628,24804783,1488680,CC(=O)NC1=CC=C(C=C1)N2CC(C2=O)(C)C,Inactive,0,,,-3.11,0.498675,-3.47781,-3.44229,-2.40265
1629,24818771,4555740,CC(=O)N(C(=O)C)N1C(=O)C2C(C1=O)C3C4=CC=CC=C4C2C5=CC=CC=C35,Inactive,0,,,-3.11,0.524349,-3.16725,-2.44026,-3.72074
1630,14746466,2123311,C1CCC(=NCC1)NC2=NN=C(S2)SCC3=CC=C(C=C3)Cl,Inactive,0,,,-3.11,0.745135,-2.73542,-4.15291,-2.44839
1631,99360639,315872,C1CC2CC1C3C2C(=O)N(C3=O)CCCC(=O)O,Inactive,0,,,-3.12,1.74194,-2.42261,-5.51123,-1.41742
1632,845470,647820,CCN1C(=NN=C1SCC(=O)N2CCCCC2)COC3=CC=CC=C3C,Inactive,0,,,-3.12,3.16036,-7.2453,-2.5547,0.433292
1633,49720290,3010927,CC(=C)[C@@H]1CC[C@]2(C1C3CCC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,Inactive,0,,,-3.13,3.39225,-2.35626,-7.61361,0.587606
1634,17388149,11948891,CC1=CC(=CC=C1)OCC(=O)N2CCN(CC2)CC3=CC=NC=C3.C(=O)(C(=O)O)O,Inactive,0,,,-3.13,1.60191,-0.890717,-4.54128,-3.96201
1635,47196454,2934374,CC1=CC(=C(C(=C1)C)OCCCCN(C)CC2=CC=CC=C2)C.C(=O)(C(=O)O)O,Inactive,0,,,-3.13,1.87218,-5.20315,-0.668076,-3.52513
1636,85271969,654089,C1C=CC2C1C(NC3=C2C=CC=C3O)C(=O)O,Inactive,0,,,-3.14,0.608422,-3.86123,-2.37268,-3.18
1637,17507004,12004671,COC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)N3CCCCC3.Cl,Inactive,0,,,-3.14,1.75319,-1.32775,-2.57631,-5.51046
1638,17510615,4574144,CCOC(=O)C1=CC=CC=C1NC(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)C)C,Inactive,0,,,-3.14,1.08241,-4.61898,-2.74791,-2.05662
1639,17401409,4744756,CC1=C(CC(C(C1)C(=O)NNC(=O)C2=CC=CC=C2)C(=O)O)C,Inactive,0,,,-3.14,4.03315,-2.05357,1.1636,-8.53421
1640,17510296,4038590,CCN(CC)C(=O)C[N+]1=CC=CC(=C1)C(=O)N,Inactive,0,,,-3.14,0.478914,-2.70729,-2.90958,-3.80915
1641,49718442,2373236,CC1=CC=C(S1)C(=O)NC2CCCC2,Inactive,0,,,-3.14,1.74898,-5.00191,-3.62598,-0.80036
1642,17408616,3102030,C1CC(=O)N(C1)C2=C(C=C(C=C2)S(=O)(=O)OC3=CC(=CC=C3)Cl)[N+](=O)[O-],Inactive,0,,,-3.15,4.23302,-0.0463024,-9.13065,-0.25961
1643,89855807,254471,C1CCC(C1)(C(=O)NCC(=O)O)NC(=O)OCC2=CC=CC=C2,Inactive,0,,,-3.15,1.10476,-4.24604,-1.63759,-3.56564
1644,24817608,1488248,CN(C1=CC=CC=C1)C(=O)CS(=O)(=O)C2=CC(=CC=C2)Cl,Inactive,0,,,-3.16,1.14437,-3.85061,-1.54388,-4.07652
1645,14724450,682935,CC1=CC(=NO1)NC(=O)C2=CC=CO2,Inactive,0,,,-3.16,4.17108,-6.78158,2.68165,-5.38557
1646,17507959,3188422,CCOC1=CC=CC(=C1)N(C(C2=CC=C(C=C2)O)C(=O)NC3CCCCC3)C(=O)C4COC5=CC=CC=C5O4,Inactive,0,,,-3.16,3.49878,0.578154,-2.22739,-7.8377
